UID	SRS718908	SRS718980	SRS718910	SRS718911	SRS718914	SRS718915	SRS718916	SRS718917	SRS718930	SRS718931	SRS718933	SRS718937	SRS718939	SRS718940	SRS718944	SRS718945	SRS718951	SRS718952	SRS718955	SRS718956	SRS718957	SRS718975	SRS718958	SRS718959	SRS874618	SRS874619	SRS874620
ITGA2B:ENSG00000005961:I26.1-E2.1|ENSG00000005961:I26.1_42402078-I26.1_42400944	0.8	0.84	1	0.921568627	0.976744186	0.850746269	0.777777778	1	0.972222222	0.966666667	1	0.983050847	0.947916667	0.90625	0.969230769	0.93877551	0.954545455	0.979591837	0.906976744	1	0.875	0.854166667	0.984126984	0.903846154	0.903225806	0.962962963	0.952380952
ITGA2B:ENSG00000005961:I26.1_42286744-E22.1|ENSG00000005961:E20.3-I26.1_42286037	0.352941176	0.117647059		0.042105263	0.1	0.056603774	0.588235294	0.195652174	0.166666667	0.071428571	0.277777778	0.225352113	0.152542373	0.166666667	0.095238095	0.285714286	0.484848485	0.2		0.428571429	0.705882353	0.545454545	0.090909091	0.136363636	0.428571429		
OSBPL7:ENSG00000006025:E19.1-E20.1|ENSG00000006025:I19.1-E20.1	0.986842105	0.554455446	0.980769231	0.848484848	0.75	0.968586387	0.50877193	0.786585366	0.981651376	0.984	0.882882883	0.992857143	0.769585253	0.752212389	0.990566038	0.801724138	0.835164835	0.844720497	0.983606557	0.748251748	0.78021978	0.627906977	0.936708861	0.928571429	0.876811594	0.971428571	1
MAP3K14:ENSG00000006062:E17.1-E18.1|ENSG00000006062:E17.1-I17.1	1	0.630434783	0.583333333	0.756410256	1	0.675324675	1	0.601941748	0.728476821	1	0.692307692	0.646017699	0.859872611	0.64893617	0.802631579	1	0.714285714	1	0.625	0.746268657	1	0.517241379	1	0.809815951	1		1
SYNRG:ENSG00000006114:E6.1-E9.2|ENSG00000006114:E8.2-E9.2	0.054054054	0.215116279	0.059090909	0.311258278	0.033444816	0.210526316	0.094339623	0.155172414	0.116666667	0.046296296	0.109090909	0.204968944	0.098181818	0.130952381	0.055276382	0.069767442	0.216	0.3	0.026666667	0.261363636	0.014925373	0.108695652	0.132075472	0.2	0.125	0.052631579	0.09375
BAIAP2L1:ENSG00000006453:E11.1-I11.1|ENSG00000006453:E10.1-E12.1	0	0.326086957	0.490196078	0.857142857	0.615384615	0.31147541	0	0.53125	0	0	0	0.514285714	0.725490196	0.620689655	0.512820513	0.5	0	0				0.3			0		
BAIAP2L1:ENSG00000006453:I11.1-E12.1|ENSG00000006453:E10.1-E12.1	0	0.340425532	0.59375	0.916666667	0.772727273	0.408450704	0	0.53125	0	0	0	0.37037037	0.75862069	0.717948718	0.62745098	0.5	0	0				0.263157895			0		
ALDH3B1:ENSG00000006534:E5.4-E6.1|ENSG00000006534:E4.3-E6.1	0.968952135	0.738461538	0.899159664	0.837288136	0.938650307	0.908616188	0.86998088	0.954954955	0.934485896	0.955968689	0.934722222	0.897802198	0.872413793	0.994923858	0.90844354	0.894957983	0.972568579	0.924	0.902552204	0.901538462	0.840749415	0.990033223	0.933993399	0.903225806	0.94054878	0.981481481	0.975806452
GGCT:ENSG00000006625:E4.2-E6.2|ENSG00000006625:E3.6-E6.2	0.510040161	0.467336683	0.768115942	0.675373134	0.611320755	0.60815047	0.352534562	0.657004831	0.516949153	0.663043478	0.638218924	0.638339921	0.729166667	0.725524476	0.611842105	0.54589372	0.677304965	0.742990654	0.67032967	0.569536424	0.38071066	0.719653179	0.641361257	0.477272727	0.525	0.525547445	0.445054945
GGCT:ENSG00000006625:E3.6-E6.2|ENSG00000006625:E4.2-E6.2	0.294270833	0.291390728	0.078947368	0.155963303	0.190578158	0.230612245	0.420621931	0.135376756	0.290229885	0.121327014	0.178649237	0.189448441	0.101818182	0.090034965	0.208062419	0.193633952	0.133377135	0.117808219	0.166666667	0.217965654	0.367346939	0.125203252	0.187692308	0.319910515	0.263651877	0.289473684	0.310344828
GGCT:ENSG00000006625:E3.6-E4.1|ENSG00000006625:E3.6-E6.2	0.531496063	0.504950495	0.775862069	0.670781893	0.672297297	0.586805556	0.383259912	0.732	0.5	0.754887218	0.676895307	0.662601626	0.725075529	0.834795322	0.646694215	0.643410853	0.731441048	0.733668342	0.664705882	0.609406953	0.443396226	0.764204545	0.656641604	0.442567568	0.583225806	0.443478261	0.526829268
DBF4:ENSG00000006634:E6.2-E7.2|ENSG00000006634:I6.1-E7.1	0.85	1	1	0.858536585	0.8	0.820754717	1	1	0.951612903	0.861111111	0.838323353	0.963963964	0.975903614	0.975	0.953125	1	0.792307692	1	0.928571429	0.931034483	0.961538462	0.960629921	0.891304348	0.857142857	1	1	1
MARK4:ENSG00000007047:E13.2-I1.1|ENSG00000007047:E13.2-I1.1_45648465	0	0	0	0		0		0	0	0	0	0	0	0	0.705882353	0	0	0			0	0	0	0			
MARK4:ENSG00000007047:I1.1-E14.1|ENSG00000007047:E13.2-I1.1_45648465	0	0	0	0		0		0	0	0	0	0	0	0	0.545454545	0	0	0			0	0	0	0			
MARK4:ENSG00000007047:E13.2-I1.1_45648465|ENSG00000007047:I1.1-E14.1	1	1	1	1		1		1	1	1	1	1	1	1	0.217391304	1	1	1			1	1	1	1			
CEACAM21:ENSG00000007129:E5.1-E6.1|ENSG00000007129:E5.1-E6.2	0.047619048	0.35	0.647058824	0.577777778	0.087248322	0.038834951	0.025	0	0.0625	0.102564103	0	0.356756757	0.146666667	0.357142857	0.06	0.098039216	0.115384615	0.185185185		0.035714286	0.028571429	0.16	0	0.071428571	0.04		0.083333333
CEACAM21:ENSG00000007129:E5.1-E6.2|ENSG00000007129:E5.1-E6.1	0.952380952	0.65	0.352941176	0.422222222	0.912751678	0.883495146	0.975	1	0.9375	0.897435897	1	0.610810811	0.853333333	0.642857143	0.94	0.901960784	0.884615385	0.814814815		0.964285714	0.971428571	0.84	1	0.928571429	0.96		0.916666667
CEACAM21:ENSG00000007129:E4.3-E5.1|ENSG00000007129:E2.1-E5.1	1	0.727272727		0.235294118	1	0.853658537	1	0.888888889	1	1	1	0.363636364	0.981132075	0.658536585	0.978723404	0.674418605	0.970588235	0.833333333	1	0.85	0.95890411	0.971428571	1	1	1		1
CEACAM21:ENSG00000007129:E9.1-E10.2|ENSG00000007129:E9.1-I9.1_42092507	0.708333333	0.545454545		0	0.65	0.441860465	0.62295082	0.727272727	0.611111111	0.84	1	0.661016949	0.510204082	0.788461538	0.555555556	0.72	0.724137931	1		0.823529412	0.516129032	0.454545455			0.666666667		0.6
TRAPPC6A:ENSG00000007255:E2.1-E3.1|ENSG00000007255:E1.3-E3.1	0.614285714	0.58245614	0.65	0.668292683	0.83625731	0.685552408	0.773993808	0.829015544	0.79787234	0.846491228	0.790502793	0.72246696	0.840399002	0.852459016	0.821212121	0.718562874	0.843575419	0.805732484	0.809278351	0.735632184	0.741573034	0.732217573	0.756756757	0.832089552	0.873873874	0.733333333	0.802197802
